x,y
0.000000000000,1.000000000000e+00
0.050000000000,1.052542187500e+00
0.100000000000,1.110341825109e+00
0.150000000000,1.173668468043e+00
0.200000000000,1.242805498638e+00
0.250000000000,1.318050815523e+00
0.300000000000,1.399717597121e+00
0.350000000000,1.488135079012e+00
0.400000000000,1.583649376998e+00
0.450000000000,1.686624352622e+00
0.500000000000,1.797442523009e+00
0.550000000000,1.916506017356e+00
0.600000000000,2.044237582463e+00
0.650000000000,2.181081639826e+00
0.700000000000,2.327505396916e+00
0.750000000000,2.484000015442e+00
0.800000000000,2.651081839516e+00
0.850000000000,2.829293686776e+00
0.900000000000,3.019206205718e+00
0.950000000000,3.221419302609e+00
1.000000000000,3.436563641571e+00
1.050000000000,3.665302221567e+00
1.100000000000,3.908332034242e+00
1.150000000000,4.166385806768e+00
1.200000000000,4.440233834044e+00
1.250000000000,4.730685904832e+00
1.300000000000,5.038593326650e+00
1.350000000000,5.364851054491e+00
1.400000000000,5.710399928666e+00
1.450000000000,6.076229027405e+00
1.500000000000,6.463378140062e+00
1.550000000000,6.872940367131e+00
1.600000000000,7.306064853569e+00
1.650000000000,7.763959662252e+00
1.700000000000,8.247894794766e+00
1.750000000000,8.759205367074e+00
1.800000000000,9.299294947993e+00
1.850000000000,9.869639068857e+00
1.900000000000,1.047178891311e+01
1.950000000000,1.110737519506e+01
2.000000000000,1.177811223755e+01
